DwellingType,ZoneType,UtilitiesType,BuildingType,HouseStyleType,OverallQuality,OverallConditions,YearBuilt,YearRemodel,RoofStyleType,RoofMaterial,ExteriorMaterial,ExteriorQuality,ExteriorConditions,FoundationMaterial,TotalBasementArea,HeatingType,HeatingQuality,HasAirConditioning,FirstFloorArea,SecondFloorArea,NumberOfBathrooms,NumberOfBedrooms,NumberOfKitchen,KitchenQuality,TotalNumberOfRooms,GarageType,GarageYearBuilt,GarageNumberOfCars,GarageArea,GarageQuality,GarageCondition,PoolArea,PoolQuality,FenceQuality,Label,Price,MoSold,YrSold
120,6,1,4,1,4,3,1993,1993,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,277ED534-9DD8-4468-B15F-989F6EEBB6D5,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1719,2,1,1,1719,0,1,1,1,2,6,2,1993,2,473,2,2,0,4,4,15950,159500,5,2008
20,6,1,1,1,3,3,1960,1960,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1383,2,3,1,1383,0,1,3,1,3,7,2,1960,1,292,2,2,0,4,4,15989.5,159895,4,2006
75,6,1,1,6,3,3,1916,1994,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,844,2,2,0,1445,689,2,5,1,2,10,6,1930,2,441,2,2,0,4,4,16000,160000,7,2009
70,8,1,1,4,3,3,1920,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,596,2,3,0,596,596,1,3,1,3,6,6,1920,1,189,2,2,0,4,2,16000,160000,7,2009
90,6,1,3,1,3,2,1964,1964,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1728,2,3,1,1728,0,2,6,2,3,10,6,2002,1,352,2,2,0,4,4,16000,160000,11,2007
20,6,1,1,1,3,3,1958,1992,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1056,2,4,1,1056,0,1,3,1,3,6,2,1958,1,308,2,2,0,4,4,16000,160000,8,2007
20,6,1,1,1,4,3,2003,2004,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,3206,2,1,1,1629,0,2,3,1,2,7,2,2003,3,880,2,2,0,4,4,16000,160000,10,2009
120,8,1,4,1,4,3,2004,2004,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1358,2,1,1,1358,0,2,2,1,2,6,2,2004,2,484,2,2,0,4,4,16150,161500,7,2008
60,6,1,1,4,3,3,1998,1998,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,943,2,2,1,943,695,2,3,1,3,7,2,1998,2,472,2,2,0,4,4,16200,162000,7,2008
190,6,1,2,2,3,3,1965,1965,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1499,2,1,1,1619,167,2,3,1,3,7,2,1965,2,529,2,2,0,4,4,16250,162500,8,2008
20,6,1,1,1,5,3,2005,2006,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1922,2,1,1,1922,0,2,3,1,2,8,2,2005,3,676,2,2,0,4,4,16300,163000,7,2007
20,6,1,1,1,4,3,2002,2003,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1536,2,1,1,1536,0,2,3,1,2,7,2,2002,2,532,2,2,0,4,4,16300,163000,12,2008
20,6,1,1,1,4,4,1984,1998,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,2,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1208,2,1,1,1621,0,2,3,1,2,8,2,1984,2,440,2,2,0,4,4,16350,163500,5,2006
20,6,1,1,1,3,4,1958,1998,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1215,2,3,1,1215,0,1,3,1,3,6,2,1958,1,297,2,2,0,4,4,16490,164900,6,2009
60,6,1,1,4,4,3,2002,2002,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,967,2,1,1,993,915,2,4,1,2,9,2,2002,2,431,2,2,0,4,4,16499,164990,4,2010
20,5,1,1,1,2,2,1950,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,4,4,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,721,2,2,1,841,0,1,2,1,3,4,5,1950,1,294,2,2,0,4,4,16500,165000,9,2009
90,6,1,3,1,2,2,1949,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,E910036A-33BC-49FA-AC5A-405F75A50182,3,3,98DA1235-ED4C-4CC3-8E11-A7E5421EC8B0,0,6,4,0,1040,0,2,2,2,3,6,6,1949,2,400,2,2,0,4,4,16500,165000,5,2006
120,6,1,4,1,5,3,2005,2005,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,1,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1684,2,1,1,1684,0,2,2,1,1,6,2,2005,2,564,2,2,0,4,4,16500,165000,7,2008
160,8,1,4,4,3,2,1976,1976,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,AAE85B7F-8DAF-4D7F-8974-2B9F23B452AF,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,536,2,3,1,536,576,1,3,1,3,4,2,1976,1,336,2,2,0,4,4,16550,165500,4,2010
50,6,1,1,2,3,3,1939,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,972,2,2,1,972,605,1,3,1,4,6,6,1939,1,312,2,2,0,4,4,16600,166000,10,2006
20,6,1,1,1,3,4,1960,1998,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,2,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,958,2,3,1,958,0,1,2,1,3,5,2,1960,1,301,2,2,0,4,4,16700,167000,4,2007
20,6,1,1,1,3,3,1960,1960,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1478,2,1,1,1478,0,2,3,1,3,6,2,1960,2,498,2,2,0,4,4,16700,167000,12,2009
160,6,1,5,4,4,3,2003,2004,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,764,2,1,1,764,862,2,2,1,2,6,4,2003,2,474,2,2,0,4,4,16700,167000,10,2008
60,6,1,1,4,5,3,2005,2006,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,AAE85B7F-8DAF-4D7F-8974-2B9F23B452AF,1,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1848,2,1,1,1848,880,2,4,1,1,10,2,2006,3,706,2,2,0,4,4,16700,167000,4,2006
120,6,1,4,1,5,3,2007,2007,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,1,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1869,2,1,1,1869,0,2,2,1,1,6,2,2007,2,617,2,2,0,4,4,16750,167500,12,2007
120,6,1,1,1,4,3,1986,1986,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1453,2,2,1,1453,0,1,2,1,2,6,2,1986,2,445,2,2,0,4,4,16790,167900,12,2006
50,6,1,1,2,3,3,1941,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,616,2,3,0,616,495,1,3,1,3,5,6,1941,1,200,2,2,0,4,4,16800,168000,3,2008
30,8,1,1,1,3,4,1928,2003,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,2,990666D4-DC69-4DB5-9525-8EA305C3904A,624,2,2,1,720,0,1,2,1,3,5,6,2005,2,484,2,2,0,4,4,16999,169990,5,2010
50,6,1,1,2,3,3,1940,2000,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,940,2,1,1,1192,403,1,2,1,3,6,2,1940,1,240,2,2,0,4,4,17000,170000,6,2006
20,6,1,1,1,3,3,1995,1995,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,2,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1200,2,1,1,1200,0,2,3,1,2,6,2,1995,2,521,2,2,0,4,4,17000,170000,8,2007
20,6,1,1,1,3,3,1992,1992,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1158,2,2,1,1167,0,2,3,1,2,6,2,1992,2,400,2,2,0,4,4,17000,170000,7,2009
120,8,1,4,1,3,3,1976,1976,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,AAE85B7F-8DAF-4D7F-8974-2B9F23B452AF,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1142,2,3,1,1142,0,1,3,1,3,6,2,1976,2,528,2,2,0,4,1,17150,171500,8,2007
80,6,1,1,8,3,2,1958,1958,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1062,2,1,1,1352,0,1,3,1,2,6,4,1958,1,288,2,2,0,4,4,17300,173000,7,2006
60,6,1,1,4,4,3,1998,1998,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1086,2,1,1,1086,838,2,3,1,2,7,2,1998,2,592,2,2,0,4,4,17400,174000,6,2006
85,6,1,1,7,3,3,1978,1978,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,888,2,1,1,912,0,1,2,1,3,5,2,1978,2,470,2,2,0,4,1,17400,174000,6,2007
50,6,1,1,2,3,3,1940,1982,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,883,2,2,1,988,517,1,3,1,3,8,6,1940,1,240,2,2,0,4,4,17500,175000,7,2008
85,6,1,1,7,4,3,2003,2003,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,2,3,98DA1235-ED4C-4CC3-8E11-A7E5421EC8B0,0,2,1,1,495,1427,3,4,1,2,7,4,2003,2,672,2,2,0,4,4,17500,175000,7,2009
160,8,1,5,4,3,4,1972,2007,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,483,2,2,1,483,504,1,2,1,2,5,6,1972,1,264,2,2,0,4,4,17500,175000,5,2009
60,6,1,1,4,3,3,1976,1976,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,796,2,3,1,790,784,2,3,1,3,6,2,1976,2,566,2,2,0,4,4,17550,175500,7,2006
70,8,1,1,4,3,4,1920,1997,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,2,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,672,2,2,1,672,672,1,3,1,3,6,6,1964,1,468,2,2,0,4,4,17550,175500,7,2009
20,6,1,1,1,3,3,1963,1963,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1394,2,2,1,1394,0,1,3,1,3,6,2,1963,2,514,2,2,0,4,4,17600,176000,7,2009
80,6,1,1,8,3,3,1962,1962,2,AC53DAE4-84AA-4201-8145-94E7E12C929E,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1099,2,2,1,1431,0,1,3,1,3,6,3,1962,1,296,2,2,0,4,4,17600,176000,12,2008
20,6,1,1,1,3,3,1954,1954,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1268,2,2,1,1268,0,1,2,1,3,7,2,1954,1,244,2,2,0,4,4,17600,176000,3,2010
20,6,1,1,1,3,4,1959,2006,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,2,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1063,2,1,1,1287,0,1,3,1,2,7,6,1997,2,576,2,2,0,4,4,17643.2,176432,3,2010
60,6,1,1,4,3,3,2000,2000,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,953,2,1,1,953,711,2,3,1,3,7,2,2000,2,460,2,2,0,4,4,17648.5,176485,1,2006
50,6,1,1,2,2,2,1959,1959,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0B095DC6-F3B5-4983-BEF6-32A383A62849,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,0,2,3,1,1120,468,2,4,1,3,7,6,1991,2,680,2,2,0,4,4,17650,176500,7,2008
120,6,1,4,1,3,3,1984,1984,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,744,2,3,1,752,0,1,2,1,3,4,2,1984,1,264,2,2,0,4,1,17750,177500,2,2010
20,6,1,1,1,3,3,1953,1953,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,608,2,3,1,1319,0,1,3,1,3,5,2,1953,1,270,2,2,0,4,2,17800,178000,11,2009
60,6,1,1,4,4,3,2003,2004,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,847,2,1,1,847,1081,2,4,1,2,8,4,2003,2,434,2,2,0,4,4,17900,179000,7,2007
30,6,1,1,1,1,1,1922,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,4,4,990666D4-DC69-4DB5-9525-8EA305C3904A,683,2,2,0,904,0,0,1,1,4,4,7,0,0,0,4,4,0,4,4,17920,179200,3,2009
85,6,1,1,7,3,3,1996,1996,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,870,2,1,1,914,0,1,2,1,3,5,6,1998,2,576,2,2,0,4,4,17960,179600,7,2006
60,3,1,1,4,4,3,2004,2005,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,AAE85B7F-8DAF-4D7F-8974-2B9F23B452AF,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1580,2,1,1,1580,886,3,4,1,2,8,2,2004,2,610,2,2,0,4,4,17990,179900,12,2007
20,6,1,1,1,5,1,2010,2010,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1856,2,1,1,1856,0,1,1,1,1,8,2,2010,3,834,2,2,0,4,4,17990,179900,6,2010
60,6,1,1,4,3,3,2000,2000,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,982,2,1,1,1007,793,2,3,1,3,7,2,2000,2,463,2,2,0,4,4,18000,180000,6,2009
50,6,1,1,2,3,3,1924,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,277ED534-9DD8-4468-B15F-989F6EEBB6D5,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,1026,2,3,1,1026,665,2,3,1,2,6,6,1924,1,308,2,2,0,4,4,18000,180000,5,2010
20,3,1,1,1,4,3,2006,2006,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1293,2,1,1,1301,0,2,2,1,2,5,2,2006,2,572,2,2,0,4,4,18000,180000,8,2006
60,6,1,1,4,4,3,2006,2006,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,939,2,1,1,939,858,2,3,1,2,8,2,2006,2,639,2,2,0,4,4,18000,180000,4,2007
45,5,1,1,3,3,2,1928,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,784,2,3,0,784,0,1,2,1,3,5,6,1950,2,360,2,2,0,4,4,18000,180000,10,2009
60,6,1,1,4,3,3,1992,1992,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1580,2,1,1,1079,874,2,3,1,2,9,2,1992,2,501,2,2,0,4,4,18050,180500,6,2007
120,6,1,4,1,4,3,2004,2005,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1256,2,1,1,1269,0,2,2,1,2,6,2,2004,2,430,2,2,0,4,4,18050,180500,4,2010
50,6,1,1,2,3,2,1910,1996,3,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,4,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,658,2,3,1,658,526,1,5,1,3,8,7,0,0,0,4,4,0,4,4,18100,181000,5,2006
80,6,1,1,8,3,3,1976,1976,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1041,2,1,1,1125,0,1,3,1,3,6,6,1977,1,352,2,2,0,4,2,18100,181000,10,2009
20,6,1,1,1,4,3,1999,2000,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1468,2,1,1,1479,0,2,3,1,2,6,2,1999,2,577,2,2,0,4,4,18113.4,181134,7,2008
60,6,1,1,4,5,3,2007,2008,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,1,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1682,2,1,1,1742,590,2,3,1,1,9,4,2008,3,846,2,2,0,4,4,18150,181500,8,2008
50,6,1,1,2,3,4,1900,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,861,2,1,1,961,406,1,4,1,3,7,6,1978,1,384,2,2,0,4,1,18190,181900,4,2008
60,6,1,1,4,3,3,2001,2002,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,804,2,1,1,804,1157,2,3,1,2,7,4,2001,2,560,2,2,0,4,4,18290,182900,6,2009
20,6,1,1,1,3,4,1959,1959,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,98DA1235-ED4C-4CC3-8E11-A7E5421EC8B0,0,2,3,1,882,0,1,3,1,3,5,2,1959,1,294,2,2,0,4,1,18400,184000,7,2007
30,6,1,1,1,2,3,1941,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0B095DC6-F3B5-4983-BEF6-32A383A62849,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,788,2,3,1,788,0,1,2,1,3,4,7,0,0,0,4,4,0,4,2,18490,184900,4,2006
50,6,1,1,2,3,3,1940,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,735,2,2,1,735,299,1,2,1,3,5,6,1940,1,240,2,2,0,4,4,18500,185000,7,2007
20,6,1,1,1,3,3,1956,1956,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1144,2,3,1,1144,0,1,3,1,3,6,2,1956,1,596,2,2,0,4,4,18500,185000,6,2010
20,6,1,1,1,3,3,1972,1972,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,894,2,3,1,894,0,1,2,1,3,6,6,1985,2,600,2,2,0,4,4,18550,185500,9,2009
60,6,1,1,4,3,3,1962,1962,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,864,2,3,1,876,936,2,4,1,3,8,2,1962,1,264,2,2,0,4,4,18575,185750,7,2007
30,8,1,1,1,3,1,1920,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,4,990666D4-DC69-4DB5-9525-8EA305C3904A,961,2,2,1,1077,0,1,2,1,3,6,6,1920,1,338,3,3,0,4,4,18600,186000,11,2007
60,3,1,1,4,4,3,2006,2007,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,AAE85B7F-8DAF-4D7F-8974-2B9F23B452AF,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1092,2,1,1,1112,438,2,2,1,2,7,2,2007,2,438,2,2,0,4,4,18670,186700,10,2009
120,6,1,4,1,4,3,1996,1996,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,277ED534-9DD8-4468-B15F-989F6EEBB6D5,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1260,2,1,1,1288,0,1,1,1,1,4,2,1996,2,500,2,2,0,4,4,18710,187100,12,2008
20,6,1,1,1,4,3,2005,2005,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1310,2,1,1,1310,0,2,3,1,2,6,2,2005,2,400,2,2,0,4,4,18900,189000,7,2006
30,6,1,1,1,3,4,1940,1997,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,672,2,1,1,672,0,1,2,1,3,4,6,1940,1,240,2,2,0,4,1,19000,190000,8,2008
60,6,1,1,4,4,3,1998,1998,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1141,2,2,1,1165,1098,2,4,1,2,10,4,1998,2,420,2,2,0,4,4,19000,190000,7,2006
60,6,1,1,4,3,3,1995,1996,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,806,2,2,1,806,766,2,3,1,3,7,4,1995,2,373,2,2,0,4,4,19000,190000,5,2007
20,6,1,1,1,2,2,1976,1993,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1281,2,1,1,1620,0,2,3,1,3,8,2,1993,2,490,2,2,0,4,2,19000,190000,6,2009
50,6,1,1,2,3,3,1936,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,1064,2,1,1,1166,0,1,3,1,3,6,6,1936,1,240,2,2,0,4,4,19000,190000,3,2008
70,6,1,1,4,3,4,1915,1976,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,840,2,1,1,840,840,2,4,1,3,8,2,1960,1,308,2,2,0,4,4,19100,191000,3,2008
